id,player,position,points,pos_rank_avg_score,pos_rank,vbd,pos_rank_vbd,point_var,vbd_var
13378,Matt Breida,RB,144.8246,137.38,35,-35.81159999999997,-28.74000000000001,-7.444600000000008,7.071599999999961
12634,Jordan Howard,RB,142.38459999999998,134.24,36,-38.251599999999996,-31.880000000000003,-8.144599999999969,6.371599999999994
13606,Ronald Jones,RB,136.7162,133.06,37,-43.91999999999999,-33.06,-3.656199999999984,10.859999999999985
13606,Ronald Jones II,RB,136.7162,131.28,38,-43.91999999999999,-34.84,-5.436199999999985,9.079999999999984
12157,Duke Johnson,RB,133.33159999999998,128.14000000000001,39,-47.304599999999994,-37.980000000000004,-5.191599999999966,9.32459999999999
13234,Marlon Mack,RB,131.50439999999998,122.28,40,-49.1318,-43.84,-9.224399999999974,5.291799999999995
11390,Latavius Murray,RB,131.37040000000002,118.92,41,-49.265799999999956,-47.20000000000001,-12.450400000000016,2.065799999999946
13612,Kerryon Johnson,RB,130.0884,115.4,42,-50.54779999999997,-50.720000000000006,-14.688400000000001,-0.1722000000000392
12152,Tevin Coleman,RB,129.7064,111.82000000000001,43,-50.92979999999997,-54.3,-17.886399999999995,-3.3702000000000254
14800,NA,RB,129.2326,109.528,44,-51.40359999999998,-56.592000000000006,-19.704599999999985,-5.188400000000023
14800,J.K. Dobbins,RB,129.2326,106.82000000000001,45,-51.40359999999998,-59.300000000000004,-22.412599999999983,-7.896400000000021
14798,Zack Moss,RB,123.14560000000002,104.88,46,-57.49059999999996,-61.24000000000001,-18.26560000000002,-3.749400000000051
11186,Chris Thompson,RB,122.3218,102.92,47,-58.31439999999998,-63.2,-19.401799999999994,-4.885600000000025
13607,Sony Michel,RB,121.34899999999999,101.25999999999999,48,-59.287199999999984,-64.86000000000001,-20.089,-5.572800000000029
13814,Boston Scott,RB,114.0348,98.56,49,-66.60139999999997,-67.56,-15.474800000000002,-0.9586000000000325
13622,Nyheim Hines,RB,112.91360000000002,96.04,50,-67.72259999999996,-70.08,-16.87360000000001,-2.357400000000041
14085,Tony Pollard,RB,111.4174,95.62,51,-69.21879999999997,-70.5,-15.797399999999996,-1.2812000000000268
14087,Darrell Henderson,RB,103.93159999999999,94.14,52,-76.70459999999999,-71.98,-9.791599999999988,4.724599999999981
12912,Jalen Richard,RB,98.1504,92.02,53,-82.48579999999997,-74.10000000000001,-6.130400000000009,8.38579999999996
13139,Jamaal Williams,RB,96.8258,89.48,54,-83.81039999999997,-76.64,-7.345799999999997,7.170399999999972
14223,Alexander Mattison,RB,92.58639999999998,86.32,55,-88.04979999999999,-79.80000000000001,-6.26639999999999,8.24979999999998
13726,Chase Edmonds,RB,91.57639999999999,85.74,56,-89.05979999999998,-80.38000000000001,-5.836399999999998,8.679799999999972
11193,Giovani Bernard,RB,91.1816,83.16,57,-89.45459999999997,-82.96000000000001,-8.021600000000007,6.494599999999963
14808,Darrynton Evans,RB,89.9684,81.08,58,-90.66779999999997,-85.04,-8.888400000000004,5.627799999999965
11761,Jerick McKinnon,RB,89.85,80.64,59,-90.78619999999998,-85.48,-9.209999999999994,5.306199999999976
14096,Devine Ozigbo,RB,89.41333333333331,77.88,60,-91.22286666666666,-88.24000000000001,-11.533333333333317,2.982866666666652
14813,James Robinson,RB,88.855,76.86,61,-91.78119999999997,-89.26,-11.995000000000005,2.521199999999965
14075,Damien Harris,RB,87.79750000000001,75.96,62,-92.83869999999996,-90.16000000000001,-11.83750000000002,2.6786999999999495
13623,Darrel Williams,RB,81.581,74.67999999999999,63,-99.05519999999997,-91.44000000000001,-6.9010000000000105,7.615199999999959
14807,Joshua Kelley,RB,79.5938,73.08,64,-101.04239999999997,-93.04,-6.513800000000003,8.002399999999966
13768,Ito Smith,RB,78.7302,71.44,65,-101.90599999999998,-94.68,-7.290199999999999,7.225999999999971
14805,NA,RB,78.3706,68.28,66,-102.26559999999998,-97.84,-10.090599999999995,4.4255999999999744
14805,A.J. Dillon,RB,78.3706,66.5,67,-102.26559999999998,-99.62,-11.870599999999996,2.6455999999999733
14805,AJ Dillon,RB,78.3706,65.42,68,-102.26559999999998,-100.7,-12.950599999999994,1.565599999999975
13620,Justin Jackson,RB,76.643,64.48,69,-103.99319999999997,-101.64,-12.162999999999997,2.3531999999999726
10389,Dion Lewis,RB,73.007,62.36,70,-107.62919999999997,-103.76,-10.647000000000006,3.869199999999964
8658,Adrian Peterson,RB,71.92399999999999,60.68,71,-108.71219999999998,-105.44000000000001,-11.243999999999993,3.2721999999999696
11182,Rex Burkhead,RB,71.4312,57.120000000000005,72,-109.20499999999997,-109,-14.3112,0.20499999999996987
14072,Benny Snell,RB,70.3618,54.88,73,-110.27439999999997,-111.24000000000001,-15.4818,-0.9656000000000375
14072,Benny Snell Jr.,RB,70.3618,53.22,74,-110.27439999999997,-112.9,-17.141800000000003,-2.625600000000034
14093,Ryquell Armstead,RB,69.017,52.4,75,-111.61919999999998,-113.72,-16.616999999999997,-2.100800000000021
12386,Malcolm Brown,RB,67.1746,50.14,76,-113.46159999999998,-115.98,-17.034599999999998,-2.518400000000028
14804,Anthony McFarland,RB,64.51679999999999,47.84,77,-116.11939999999998,-118.28,-16.676799999999986,-2.1606000000000165
14804,Anthony McFarland Jr.,RB,64.51679999999999,45.64,78,-116.11939999999998,-120.48,-18.87679999999999,-4.360600000000019
7877,Frank Gore,RB,63.39619999999999,44.379999999999995,79,-117.23999999999998,-121.74000000000001,-19.016199999999998,-4.500000000000028
13613,Jaylen Samuels,RB,63.28825,42.42,80,-117.34794999999997,-123.7,-20.868249999999996,-6.352050000000034
11367,Kyle Juszczyk,RB,63.202749999999995,41.9,81,-117.43344999999998,-124.22,-21.302749999999996,-6.78655000000002
14082,Bryce Love,RB,61.177499999999995,40.94,82,-119.45869999999998,-125.18,-20.237499999999997,-5.721300000000028
13617,Royce Freeman,RB,60.6212,40.28,83,-120.01499999999997,-125.84,-20.3412,-5.825000000000031
13608,Rashaad Penny,RB,59.7312,38.08,84,-120.90499999999997,-128.04,-21.651200000000003,-7.135000000000019
11657,Carlos Hyde,RB,58.963,37.24,85,-121.67319999999998,-128.88,-21.723,-7.206800000000015
12637,Peyton Barber,RB,56.7766,36.04,86,-123.85959999999997,-130.08,-20.736600000000003,-6.220400000000041
13240,Brian Hill,RB,55.9765,34.56,87,-124.65969999999997,-131.56,-21.4165,-6.90030000000003
9448,LeSean McCoy,RB,52.19199999999999,33.56,88,-128.44419999999997,-132.56,-18.63199999999999,-4.115800000000036
14806,Lamical Perine,RB,47.679500000000004,32.44,89,-132.95669999999996,-133.68,-15.239500000000007,-0.7233000000000516
14806,La'Mical Perine,RB,47.679500000000004,31.36,90,-132.95669999999996,-134.76000000000002,-16.319500000000005,-1.803300000000064
14815,DeeJay Dallas,RB,46.96075,29.68,91,-133.67544999999998,-136.44,-17.280749999999998,-2.764550000000014
12164,Mike Davis,RB,46.15025,29.12,92,-134.48594999999997,-137,-17.03025,-2.514050000000026
14810,Ke'Shawn Vaughn,RB,44.720200000000006,28.72,93,-135.91599999999997,-137.4,-16.000200000000007,-1.4840000000000373
13108,NA,RB,41.57333333333333,27.22,94,-139.06286666666665,-138.9,-14.353333333333332,0.16286666666664473
13108,J.D. McKissic,RB,41.57333333333333,26.16,95,-139.06286666666665,-139.96,-15.41333333333333,-0.8971333333333575
13850,Gus Edwards,RB,40.257600000000004,24.988,96,-140.37859999999998,-141.132,-15.269600000000004,-0.7534000000000276
12806,Andy Janovich,RB,39.925000000000004,23.92,97,-140.71119999999996,-142.20000000000002,-16.005000000000003,-1.4888000000000545
14086,Justice Hill,RB,38.7982,23.259999999999998,98,-141.83799999999997,-142.86,-15.538200000000003,-1.0220000000000482
13849,Ryan Nall,RB,36.71,22.400000000000002,99,-143.92619999999997,-143.72,-14.309999999999999,0.20619999999996708
12153,T.J. Yeldon,RB,36.64525,20.88,100,-143.99094999999997,-145.24,-15.765249999999998,-1.2490500000000395
12629,Devontae Booker,RB,34.7875,20.08,101,-145.84869999999998,-146.04,-14.707500000000003,-0.19130000000001246
NA,Chandler Cox,RB,33.86812765957447,19.18,102,-146.7680723404255,-146.94,-14.68812765957447,-0.17192765957449296
NA,J.D. McKissic,RB,33.86812765957447,18.580000000000002,103,-146.7680723404255,-147.54,-15.288127659574467,-0.7719276595744873
NA,Patrick Laird,RB,33.86812765957447,17.94,104,-146.7680723404255,-148.18,-15.928127659574468,-1.411927659574502
NA,Alec Ingold,RB,33.86812765957447,17.740000000000002,105,-146.7680723404255,-148.38,-16.128127659574467,-1.6119276595744907
NA,D'Ernest Johnson,RB,33.86812765957447,16.96,106,-146.7680723404255,-149.16,-16.90812765957447,-2.391927659574492
NA,Khari Blasingame,RB,33.86812765957447,16.28,107,-146.7680723404255,-149.84,-17.588127659574468,-3.0719276595744986
NA,Jakob Johnson,RB,33.86812765957447,15.68,108,-146.7680723404255,-150.44,-18.18812765957447,-3.671927659574493
NA,Reggie Gilliam,RB,33.86812765957447,15.319999999999999,109,-146.7680723404255,-150.8,-18.54812765957447,-4.031927659574507
NA,Cullen Gillaspia,RB,33.86812765957447,14.96,110,-146.7680723404255,-151.16,-18.90812765957447,-4.391927659574492
NA,James Robinson,RB,33.86812765957447,14.54,111,-146.7680723404255,-151.58,-19.32812765957447,-4.811927659574508
NA,Jeff Wilson,RB,33.86812765957447,13.84,112,-146.7680723404255,-152.28,-20.02812765957447,-5.511927659574496
NA,Ryan Nall,RB,33.86812765957447,13.340000000000002,113,-146.7680723404255,-152.78,-20.528127659574466,-6.011927659574496
NA,Reggie Bonnafon,RB,33.86812765957447,13.06,114,-146.7680723404255,-153.06,-20.808127659574467,-6.2919276595744975
NA,Bryce Love,RB,33.86812765957447,12.479999999999999,115,-146.7680723404255,-153.64,-21.388127659574472,-6.871927659574482
NA,Devine Ozigbo,RB,33.86812765957447,11.98,116,-146.7680723404255,-154.14000000000001,-21.88812765957447,-7.37192765957451
NA,Travis Homer,RB,33.86812765957447,11.68,117,-146.7680723404255,-154.44,-22.18812765957447,-7.671927659574493
NA,Bo Scarbrough,RB,33.86812765957447,11.24,118,-146.7680723404255,-154.88,-22.628127659574467,-8.11192765957449
NA,Jordan Scarlett,RB,33.86812765957447,10.72,119,-146.7680723404255,-155.4,-23.14812765957447,-8.631927659574501
NA,Qadree Ollison,RB,33.86812765957447,10.24,120,-146.7680723404255,-155.88,-23.628127659574467,-9.11192765957449
NA,Andrew Beck,RB,33.86812765957447,9.904,121,-146.7680723404255,-156.216,-23.96412765957447,-9.447927659574503
NA,Tony Brooks-James,RB,33.86812765957447,9.58,122,-146.7680723404255,-156.54,-24.28812765957447,-9.771927659574487
NA,Jonathan Hilliman,RB,33.86812765957447,9.280000000000001,123,-146.7680723404255,-156.84,-24.588127659574468,-10.071927659574499
NA,Ty Johnson,RB,33.86812765957447,9.1,124,-146.7680723404255,-157.02,-24.768127659574468,-10.251927659574505
NA,Damarea Crockett,RB,33.86812765957447,8.62,125,-146.7680723404255,-157.5,-25.24812765957447,-10.731927659574495
NA,Ryquell Armstead,RB,33.86812765957447,8.16,126,-146.7680723404255,-157.96,-25.70812765957447,-11.191927659574503
NA,Damien Harris,RB,33.86812765957447,8,127,-146.7680723404255,-158.12,-25.86812765957447,-11.3519276595745
NA,Darrel Williams,RB,33.86812765957447,7.5,128,-146.7680723404255,-158.62,-26.36812765957447,-11.8519276595745
NA,Lynn Bowden Jr.,RB,33.86812765957447,6.92,129,-146.7680723404255,-159.2,-26.948127659574467,-12.431927659574484
NA,Darwin Thompson,RB,33.86812765957447,6.7,130,-146.7680723404255,-159.42000000000002,-27.16812765957447,-12.651927659574511
13136,Corey Clement,RB,33.2,6.54,131,-147.43619999999999,-159.58,-26.660000000000004,-12.143800000000027
14843,Lynn Bowden Jr.,RB,32.185,6.22,132,-148.45119999999997,-159.9,-25.965000000000003,-11.448800000000034
14284,Darwin Thompson,RB,30.483999999999995,6.02,133,-150.1522,-160.10000000000002,-24.463999999999995,-9.94780000000003
14823,Rico Dowdle,RB,28.7,5.54,134,-151.93619999999999,-160.58,-23.16,-8.643800000000027
14083,Travis Homer,RB,28.66,5.32,135,-151.97619999999998,-160.8,-23.34,-8.823800000000034
14331,D'Ernest Johnson,RB,28.4,5,136,-152.23619999999997,-161.12,-23.4,-8.883800000000036
12261,Ty Montgomery,RB,27.071666666666665,4.58,137,-153.56453333333332,-161.54,-22.491666666666667,-7.9754666666666765
14081,Myles Gaskin,RB,25.278,4.279999999999999,138,-155.35819999999998,-161.84,-20.997999999999998,-6.481800000000021
13789,Jordan Wilkins,RB,24.951249999999998,4.02,139,-155.68495,-162.1,-20.93125,-6.415050000000008
13615,Bo Scarbrough,RB,24.67,3.6,140,-155.96619999999996,-162.52,-21.07,-6.553800000000052
13868,Mike Boone,RB,24.412333333333333,3.44,141,-156.22386666666665,-162.68,-20.97233333333333,-6.456133333333355
14017,Jeff Wilson,RB,24.305,3.12,142,-156.33119999999997,-163,-21.185,-6.668800000000033
15022,Malcolm Perry,RB,23.7,3.02,143,-156.93619999999999,-163.10000000000002,-20.68,-6.1638000000000375
14095,Ty Johnson,RB,22.14,2.72,144,-158.4962,-163.4,-19.42,-4.903800000000018
12923,CJ Ham,RB,21.5745,2.34,145,-159.06169999999997,-163.78,-19.2345,-4.718300000000028
12923,C.J. Ham,RB,21.5745,2.22,146,-159.06169999999997,-163.9,-19.3545,-4.838300000000032
14801,Eno Benjamin,RB,20.71,2.04,147,-159.92619999999997,-164.08,-18.67,-4.153800000000047
12639,Tyler Ervin,RB,15.650333333333332,1.76,148,-164.98586666666665,-164.36,-13.890333333333333,0.6258666666666386
12155,Ameer Abdullah,RB,15.529999999999998,1.66,149,-165.10619999999997,-164.46,-13.869999999999997,0.6461999999999648
14097,Qadree Ollison,RB,14.306666666666668,1.48,150,-166.3295333333333,-164.64000000000001,-12.826666666666668,1.6895333333332871
14076,Trayveon Williams,RB,14.195,1.24,151,-166.44119999999998,-164.88,-12.955,1.5611999999999853
13455,Patrick Ricard,RB,14.1475,1.1600000000000001,152,-166.48869999999997,-164.96,-12.9875,1.528699999999958
13239,Elijhaa Penny,RB,13.78,1.1,153,-166.85619999999997,-165.02,-12.68,1.8361999999999625
13135,Wayne Gallman,RB,13.31275,0.975,154,-167.32344999999998,-164.075,-12.33775,3.248449999999991
13916,Buddy Howell,RB,12.941,0.775,155,-167.69519999999997,-164.275,-12.166,3.4201999999999657
12823,Derek Watt,RB,12.7535,0.9666666666666667,156,-167.88269999999997,-161.96666666666667,-11.786833333333334,5.916033333333303
